# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	81226	89687	+	XP_004220669.1		XM_004220621.1	hypothetical protein		14691137	PCYB_011150	8394	2797	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	92496	96053	-						14691138	PCYB_011160	3558		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	92496	96053	-	XM_004220622.1		XP_004220670.1			14691138	PCYB_011160	3465	3465	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	92496	96053	-	XP_004220670.1		XM_004220622.1	NOL1/NOP2/sun family methyltransferase		14691138	PCYB_011160	3465	1154	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	99217	105300	+						14691139	PCYB_011170	6084		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	99217	105300	+	XM_004220623.1		XP_004220671.1			14691139	PCYB_011170	6012	6012	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	99217	105300	+	XP_004220671.1		XM_004220623.1	hypothetical protein		14691139	PCYB_011170	6012	2003	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	107472	110509	+						14691140	PCYB_011180	3038		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	107472	110509	+	XM_004220624.1		XP_004220672.1			14691140	PCYB_011180	2583	2583	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	107472	110509	+	XP_004220672.1		XM_004220624.1	WD domain G-beta repeat domain containing protein		14691140	PCYB_011180	2583	860	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	110863	112813	-						14691141	PCYB_011190	1951		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	110863	112813	-	XM_004220625.1		XP_004220673.1			14691141	PCYB_011190	1698	1698	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	110863	112813	-	XP_004220673.1		XM_004220625.1	calcium-dependent protein kinase 3		14691141	PCYB_011190	1698	565	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	118600	129982	-						14691142	PCYB_011200	11383		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	118600	129982	-	XM_004220626.1		XP_004220674.1			14691142	PCYB_011200	10998	10998	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	118600	129982	-	XP_004220674.1		XM_004220626.1	ubiquitin transferase		14691142	PCYB_011200	10998	3665	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	135165	139094	+						14691143	PCYB_011210	3930		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	135165	139094	+	XM_004220627.1		XP_004220675.1			14691143	PCYB_011210	3573	3573	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	135165	139094	+	XP_004220675.1		XM_004220627.1	hypothetical protein		14691143	PCYB_011210	3573	1190	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	139723	143096	-						14691144	PCYB_011220	3374		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	139723	143096	-	XM_004220628.1		XP_004220676.1			14691144	PCYB_011220	3138	3138	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	139723	143096	-	XP_004220676.1		XM_004220628.1	protein serine/threonine phosphatase 2C		14691144	PCYB_011220	3138	1045	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	145023	145982	-						14691145	PCYB_011230	960		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	145023	145982	-	XM_004220629.1		XP_004220677.1			14691145	PCYB_011230	960	960	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	145024	145980	-	XP_004220677.1		XM_004220629.1	peptide chain release factor		14691145	PCYB_011230	957	319	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	147477	151198	-						14691146	PCYB_011240	3722		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	147477	151198	-	XM_004220630.1		XP_004220678.1			14691146	PCYB_011240	3531	3531	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	147477	151198	-	XP_004220678.1		XM_004220630.1	mRNA-capping enzyme		14691146	PCYB_011240	3531	1176	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	153419	155787	+						14691147	PCYB_011250	2369		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	153419	155787	+	XM_004220631.1		XP_004220679.1			14691147	PCYB_011250	1392	1392	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	153419	155787	+	XP_004220679.1		XM_004220631.1	hypothetical protein		14691147	PCYB_011250	1392	464	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	157118	161143	+						14691148	PCYB_011260	4026		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	157118	161143	+	XM_004220632.1		XP_004220680.1			14691148	PCYB_011260	3864	3864	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	157118	161143	+	XP_004220680.1		XM_004220632.1	hypothetical protein		14691148	PCYB_011260	3864	1287	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	162539	165072	+						14691149	PCYB_011270	2534		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	162539	165072	+	XM_004220633.1		XP_004220681.1			14691149	PCYB_011270	2534	2534	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	162539	165072	+	XP_004220681.1		XM_004220633.1	origin recognition subunit		14691149	PCYB_011270	2534	844	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	165558	168041	-						14691150	PCYB_011280	2484		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	165558	168041	-	XM_004220634.1		XP_004220682.1			14691150	PCYB_011280	2415	2415	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	165558	168041	-	XP_004220682.1		XM_004220634.1	DNA replication licensing factor MCM7		14691150	PCYB_011280	2415	804	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	174039	179555	-						14691151	PCYB_011290	5517		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	174039	179555	-	XM_004220635.1		XP_004220683.1			14691151	PCYB_011290	5388	5388	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	174039	179555	-	XP_004220683.1		XM_004220635.1	endonuclease/exonuclease/phosphatase domain containing protein		14691151	PCYB_011290	5388	1795	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	182523	185759	-						14691152	PCYB_011300	3237		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	182523	185759	-	XM_004220636.1		XP_004220684.1			14691152	PCYB_011300	3156	3156	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	182523	185759	-	XP_004220684.1		XM_004220636.1	RNA-helicase		14691152	PCYB_011300	3156	1051	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	187256	187915	-						14691153	PCYB_011310	660		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	187256	187915	-	XM_004220637.1		XP_004220685.1			14691153	PCYB_011310	168	168	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	187256	187915	-	XP_004220685.1		XM_004220637.1	40S ribosomal protein S29		14691153	PCYB_011310	168	55	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	189082	191284	-						14691154	PCYB_011320	2203		
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	189082	191284	-	XM_004220638.1		XP_004220686.1			14691154	PCYB_011320	869	869	
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	189186	191104	-	XP_004220686.1		XM_004220638.1	hypothetical protein		14691154	PCYB_011320	585	194	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	192067	193710	-						14691155	PCYB_011330	1644		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	192067	193710	-	XM_004220639.1		XP_004220687.1			14691155	PCYB_011330	909	909	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	192067	193299	-	XP_004220687.1		XM_004220639.1	ATP synthase lipid-binding protein mitochondrial precursor		14691155	PCYB_011330	498	165	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	195728	197133	+						14691156	PCYB_011340	1406		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	195728	197133	+	XM_004220640.1		XP_004220688.1			14691156	PCYB_011340	1406	1406	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	195729	197133	+	XP_004220688.1		XM_004220640.1	hypothetical protein		14691156	PCYB_011340	1405	468	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	200190	205266	-						14691157	PCYB_011350	5077		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	200190	205266	-	XM_004220641.1		XP_004220689.1			14691157	PCYB_011350	4260	4260	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	200190	205266	-	XP_004220689.1		XM_004220641.1	hypothetical protein		14691157	PCYB_011350	4260	1419	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	206178	206725	+						14691158	PCYB_011360	548		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	206178	206725	+	XM_004220642.1		XP_004220690.1			14691158	PCYB_011360	189	189	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	206178	206725	+	XP_004220690.1		XM_004220642.1	hypothetical protein		14691158	PCYB_011360	189	62	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	207609	208356	+						14691159	PCYB_011370	748		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	207609	208356	+	XM_004220643.1		XP_004220691.1			14691159	PCYB_011370	303	303	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	207609	208356	+	XP_004220691.1		XM_004220643.1	hypothetical protein		14691159	PCYB_011370	303	100	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	209651	209926	-						14691160	PCYB_011380	276		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	209651	209926	-	XM_004220644.1		XP_004220692.1			14691160	PCYB_011380	276	276	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	209651	209926	-	XP_004220692.1		XM_004220644.1	60S ribosomal protein L37		14691160	PCYB_011380	276	92	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	212743	218382	-						14691161	PCYB_011390	5640		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	212743	218382	-	XM_004220645.1		XP_004220693.1			14691161	PCYB_011390	5640	5640	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	212743	218382	-	XP_004220693.1		XM_004220645.1	erythrocyte membrane protein		14691161	PCYB_011390	5640	1879	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	226054	227832	+						14691162	PCYB_011400	1779		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	226054	227832	+	XM_004220646.1		XP_004220694.1			14691162	PCYB_011400	1719	1719	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	226054	227832	+	XP_004220694.1		XM_004220646.1	hypothetical protein		14691162	PCYB_011400	1719	572	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	228910	231473	+						14691163	PCYB_011410	2564		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	228910	231473	+	XM_004220647.1		XP_004220695.1			14691163	PCYB_011410	2532	2532	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	228910	231473	+	XP_004220695.1		XM_004220647.1	DNA mismatch repair enzyme		14691163	PCYB_011410	2532	843	
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	232233	232305	+						14691164	PCYB_011412	73		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	232233	232305	+				tRNA-Thr		14691164	PCYB_011412	73		
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	233171	233242	-						14691165	PCYB_011414	72		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	233171	233242	-				tRNA-His		14691165	PCYB_011414	72		
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	234136	234208	+						14691166	PCYB_011416	73		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	234136	234208	+				tRNA-Lys		14691166	PCYB_011416	73		
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	235635	235707	-						14691167	PCYB_011418	73		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	235635	235707	-				tRNA-Lys		14691167	PCYB_011418	73		
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	236644	242917	-						14691168	PCYB_011420	6274		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	236644	242917	-	XM_004220648.1		XP_004220696.1			14691168	PCYB_011420	5727	5727	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	236644	240844	-	XP_004220696.1		XM_004220648.1	hypothetical protein		14691168	PCYB_011420	3987	1328	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	245690	249240	+						14691169	PCYB_011430	3551		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	245690	249240	+	XM_004220649.1		XP_004220697.1			14691169	PCYB_011430	2442	2442	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	245690	249240	+	XP_004220697.1		XM_004220649.1	rhoptry associated membrane antigen		14691169	PCYB_011430	2442	813	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	250721	253456	+						14691170	PCYB_011440	2736		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	250721	253456	+	XM_004220650.1		XP_004220698.1			14691170	PCYB_011440	2139	2139	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	250721	253456	+	XP_004220698.1		XM_004220650.1	AAA family ATPase		14691170	PCYB_011440	2139	712	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	255892	259971	+						14691171	PCYB_011450	4080		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	255892	259971	+	XM_004220651.1		XP_004220699.1			14691171	PCYB_011450	4080	4080	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	255892	259971	+	XP_004220699.1		XM_004220651.1	hypothetical protein		14691171	PCYB_011450	4080	1359	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	261206	262524	+						14691172	PCYB_011460	1319		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	261206	262524	+	XM_004220652.1		XP_004220700.1			14691172	PCYB_011460	1065	1065	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	261206	262524	+	XP_004220700.1		XM_004220652.1	reticulocyte-binding protein		14691172	PCYB_011460	1065	354	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	266442	269423	+						14691173	PCYB_011470	2982		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	266442	269423	+	XM_004220653.1		XP_004220701.1			14691173	PCYB_011470	2937	2937	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	266442	269423	+	XP_004220701.1		XM_004220653.1	erythrocyte membrane protein		14691173	PCYB_011470	2937	978	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	271247	274330	+						14691174	PCYB_011480	3084		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	271247	274330	+	XM_004220654.1		XP_004220702.1			14691174	PCYB_011480	2808	2808	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	271247	274330	+	XP_004220702.1		XM_004220654.1	hypothetical protein		14691174	PCYB_011480	2808	935	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	275807	276586	+						14691175	PCYB_011490	780		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	275807	276586	+	XM_004220655.1		XP_004220703.1			14691175	PCYB_011490	780	780	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	275809	276585	+	XP_004220703.1		XM_004220655.1	ribosomal protein S8e		14691175	PCYB_011490	777	259	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	278011	280987	+						14691176	PCYB_011500	2977		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	278011	280987	+	XM_004220656.1		XP_004220704.1			14691176	PCYB_011500	2652	2652	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	278011	280987	+	XP_004220704.1		XM_004220656.1	hypothetical protein		14691176	PCYB_011500	2652	883	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282165	282500	+						14691177	PCYB_011510	336		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282165	282500	+	XM_004220657.1		XP_004220705.1			14691177	PCYB_011510	336	336	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282165	282500	+	XP_004220705.1		XM_004220657.1	hypothetical protein		14691177	PCYB_011510	336	111	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282885	283079	-						14691178	PCYB_011520	195		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282885	283079	-	XM_004220658.1		XP_004220706.1			14691178	PCYB_011520	195	195	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	1	NC_020396.1	282885	283079	-	XP_004220706.1		XM_004220658.1	DNA-directed RNA polymerase II 8.2 kDa polypeptide putative		14691178	PCYB_011520	195	65	partial
